id,type,time_ms,size_bytes,status_code,ok,start_ts,end_ts
43,GraphQL,308.53290000004563,77,200,True,2025-12-05T01:11:09.331188Z,2025-12-05T01:11:09.639636Z
47,REST,12.530299999980343,757,200,True,2025-12-05T01:11:09.639636Z,2025-12-05T01:11:09.651634Z
47,GraphQL,564.6489999999176,79,200,True,2025-12-05T01:11:09.752719Z,2025-12-05T01:11:10.317251Z
37,REST,260.2031999999781,483,200,True,2025-12-05T01:11:10.317251Z,2025-12-05T01:11:10.577040Z
37,GraphQL,305.8184000001347,81,200,True,2025-12-05T01:11:10.677908Z,2025-12-05T01:11:10.983707Z
33,REST,207.33979999977237,470,200,True,2025-12-05T01:11:10.983707Z,2025-12-05T01:11:11.190442Z
33,GraphQL,316.06990000000224,73,200,True,2025-12-05T01:11:11.291602Z,2025-12-05T01:11:11.607691Z
45,REST,263.73929999999746,469,200,True,2025-12-05T01:11:11.607691Z,2025-12-05T01:11:11.870907Z
45,GraphQL,315.1082999997925,73,200,True,2025-12-05T01:11:11.971656Z,2025-12-05T01:11:12.286074Z
14,REST,263.95350000029794,434,200,True,2025-12-05T01:11:12.286074Z,2025-12-05T01:11:12.549895Z
14,GraphQL,331.41969999996945,82,200,True,2025-12-05T01:11:12.650952Z,2025-12-05T01:11:12.981871Z
50,REST,207.44590000003882,452,200,True,2025-12-05T01:11:12.981871Z,2025-12-05T01:11:13.189226Z
50,GraphQL,311.67459999960556,78,200,True,2025-12-05T01:11:13.290292Z,2025-12-05T01:11:13.601307Z
48,REST,259.54570000021704,476,200,True,2025-12-05T01:11:13.601307Z,2025-12-05T01:11:13.861024Z
48,GraphQL,313.9925000000403,79,200,True,2025-12-05T01:11:13.962034Z,2025-12-05T01:11:14.275697Z
3,REST,208.49940000016431,2352,200,True,2025-12-05T01:11:14.275697Z,2025-12-05T01:11:14.483703Z
3,GraphQL,620.6216999999015,81,200,True,2025-12-05T01:11:14.584742Z,2025-12-05T01:11:15.204694Z
28,REST,207.7131000000918,530,200,True,2025-12-05T01:11:15.204694Z,2025-12-05T01:11:15.412736Z
28,GraphQL,323.92120000031355,83,200,True,2025-12-05T01:11:15.513258Z,2025-12-05T01:11:15.836376Z
38,REST,13.593700000001263,787,200,True,2025-12-05T01:11:15.836376Z,2025-12-05T01:11:15.850377Z
38,GraphQL,312.92779999967024,79,200,True,2025-12-05T01:11:15.951415Z,2025-12-05T01:11:16.263810Z
6,REST,208.00410000038028,480,200,True,2025-12-05T01:11:16.263810Z,2025-12-05T01:11:16.471921Z
6,GraphQL,619.0265000000181,94,200,True,2025-12-05T01:11:16.572576Z,2025-12-05T01:11:17.191311Z
35,REST,207.38389999996798,609,200,True,2025-12-05T01:11:17.191311Z,2025-12-05T01:11:17.398507Z
35,GraphQL,320.13839999990523,77,200,True,2025-12-05T01:11:17.499502Z,2025-12-05T01:11:17.819435Z
7,REST,273.28929999976026,575,200,True,2025-12-05T01:11:17.819435Z,2025-12-05T01:11:18.092091Z
7,GraphQL,324.3477000000894,87,200,True,2025-12-05T01:11:18.193094Z,2025-12-05T01:11:18.516486Z
9,REST,206.73309999983758,511,200,True,2025-12-05T01:11:18.517487Z,2025-12-05T01:11:18.724078Z
9,GraphQL,320.80949999999575,83,200,True,2025-12-05T01:11:18.824345Z,2025-12-05T01:11:19.144685Z
15,REST,207.15860000018438,433,200,True,2025-12-05T01:11:19.144685Z,2025-12-05T01:11:19.351775Z
15,GraphQL,322.8890999998839,81,200,True,2025-12-05T01:11:19.452854Z,2025-12-05T01:11:19.774866Z
16,REST,207.6891000001524,454,200,True,2025-12-05T01:11:19.774866Z,2025-12-05T01:11:19.982708Z
16,GraphQL,389.28370000030554,80,200,True,2025-12-05T01:11:20.083923Z,2025-12-05T01:11:20.472339Z
18,REST,262.41550000031566,498,200,True,2025-12-05T01:11:20.473340Z,2025-12-05T01:11:20.734840Z
18,GraphQL,532.9754999997931,82,200,True,2025-12-05T01:11:20.835848Z,2025-12-05T01:11:21.368830Z
2,REST,12.99010000002454,2670,200,True,2025-12-05T01:11:21.368830Z,2025-12-05T01:11:21.381337Z
2,GraphQL,513.324399999874,80,200,True,2025-12-05T01:11:21.482331Z,2025-12-05T01:11:21.995415Z
8,REST,11.600999999700434,433,200,True,2025-12-05T01:11:21.995415Z,2025-12-05T01:11:22.007123Z
8,GraphQL,339.26089999977194,84,200,True,2025-12-05T01:11:22.107634Z,2025-12-05T01:11:22.446146Z
41,REST,207.1992000001046,504,200,True,2025-12-05T01:11:22.446146Z,2025-12-05T01:11:22.653393Z
41,GraphQL,314.46120000009614,104,200,True,2025-12-05T01:11:22.754397Z,2025-12-05T01:11:23.068458Z
